,cluster,Code_Zone,dispo_calories,dispo_proteines,ratio_proteines_animales,population,population_croissance,pib,ppa,pib_croissance,poulet_import-export,PC1,PC2,PC3
0,0,125.25,2812.0,77.26249999999999,0.3236664413122271,30.5803733,1.278816226203344,11710.35,0.0019971080457500574,1.1233189615816095,119.05772906656247,0.09150229223942014,-0.17496448274069643,-0.08833852557058011
1,1,145.5,2435.5833333333335,61.40083333333334,0.22512152413055544,22.905942500000005,1.2976347155360466,3386.525,0.00027026950887021117,1.2854212586188647,1583.1192888053945,0.5205314303027736,-0.22676043226010864,0.12727701845809095
2,2,130.23684210526315,3239.184210526316,98.51736842105261,0.5634406489449221,44.67369918421052,1.0823580982053465,39736.28157894736,0.020140307884811588,1.0212056177940358,557.1785750485429,-0.24924669346157147,-0.062402717386211067,0.026372656762858243
3,3,116.11428571428571,3078.4,87.77257142857142,0.4975820911397481,28.064320628571434,1.050484878046861,24578.14857142857,0.007520327851140973,1.3305535463391382,81.37450643968872,-0.041446943133215,0.17792178895000516,-0.01132858935190537
4,4,121.66666666666667,2703.6666666666665,76.525,0.3046335718288334,508.4027031666667,1.1188819679671866,7211.016666666667,0.00024463559053218526,1.785668338011906,211.19690083777877,0.47426572546342466,0.3940759148935095,-0.06103567329289938
